Run: 0
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001364, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001312, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001263, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001217, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001175, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 81 
alpha_j: 0.001135, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001099, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001064, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001031, p_j: 1.000000, rej: 0 
Run: 16
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.000697, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 159 
alpha_j: 0.000152, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.000129, p_j: 0.001014, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.000107, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.000091, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.000079, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.014463, p_j: 0.075758, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 75 
alpha_j: 0.003145, p_j: 0.000595, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.025949, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.005643, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 185 
alpha_j: 0.004806, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 77 
alpha_j: 0.003997, p_j: 0.001773, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.034259, p_j: 0.208600, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.007450, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 123 
alpha_j: 0.042385, p_j: 0.001672, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 59 
alpha_j: 0.050417, p_j: 0.030144, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.057330, p_j: 0.007470, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.063278, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 187 
alpha_j: 0.013761, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.011721, p_j: 0.382636, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009747, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.008264, p_j: 0.000130, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 147 
alpha_j: 0.062334, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 145 
alpha_j: 0.013556, p_j: 0.000028, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 29 
alpha_j: 0.065695, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 73 
alpha_j: 0.014287, p_j: 0.011085, rej: 1 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.068486, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.072880, p_j: 0.813501, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015849, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013499, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.011226, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.009517, p_j: 0.024056, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.008233, p_j: 0.006868, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.068529, p_j: 0.000816, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.072917, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.015857, p_j: 0.044923, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 73 
alpha_j: 0.013506, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.011232, p_j: 0.283335, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009522, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 191 
alpha_j: 0.008238, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.007248, p_j: 0.164311, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 111 
alpha_j: 0.006465, p_j: 0.002114, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.066645, p_j: 0.033488, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.071295, p_j: 0.156311, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 45 
alpha_j: 0.015504, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 73 
alpha_j: 0.013205, p_j: 0.010956, rej: 1 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.071295, p_j: 0.066155, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.075296, p_j: 0.056144, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.078740, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.081704, p_j: 0.086283, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.017768, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.015133, p_j: 0.020949, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012586, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 161 
alpha_j: 0.010670, p_j: 0.010658, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.076426, p_j: 0.005809, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.079712, p_j: 0.107054, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 51 
alpha_j: 0.017335, p_j: 0.000019, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.080124, p_j: 0.316368, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.017424, p_j: 0.036555, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 189 
alpha_j: 0.014841, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.012342, p_j: 0.969290, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010464, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.009052, p_j: 0.833347, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 143 
alpha_j: 0.007964, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.007104, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006409, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.005836, p_j: 0.055541, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.005356, p_j: 0.000299, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.069401, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 1, queries: 200 
alpha_j: 0.015093, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.012855, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010690, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.009063, p_j: 0.008670, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 147 
alpha_j: 0.067017, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 185 
alpha_j: 0.014574, p_j: 0.013552, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 61 
alpha_j: 0.069583, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015132, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 139 
alpha_j: 0.012888, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010718, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 197 
alpha_j: 0.009087, p_j: 0.000001, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.067156, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 6, found best: 1, queries: 200 
alpha_j: 0.071735, p_j: 0.000068, rej: 1 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.075675, p_j: 0.000015, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.079067, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.017194, p_j: 0.000675, rej: 1 
The hyp is : 1
true best: 7, found best: 7, queries: 27 
alpha_j: 0.079588, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.082433, p_j: 0.725473, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.017927, p_j: 0.000002, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.082383, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.017916, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.082342, p_j: 0.011530, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 135 
alpha_j: 0.084803, p_j: 0.049425, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 71 
alpha_j: 0.086922, p_j: 0.064351, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 79 
alpha_j: 0.088745, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 85 
alpha_j: 0.090314, p_j: 0.029967, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.091664, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.019934, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.016978, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.014120, p_j: 0.313572, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 197 
alpha_j: 0.011971, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.010356, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009111, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008128, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.007332, p_j: 0.172909, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006677, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006128, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005661, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 105 
alpha_j: 0.005260, p_j: 0.000932, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.075867, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.016499, p_j: 0.001029, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.076931, p_j: 0.000172, rej: 1 
The hyp is : 1
true best: 4, found best: 4, queries: 89 
alpha_j: 0.080147, p_j: 0.049774, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.082915, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 165 
alpha_j: 0.018031, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 137 
alpha_j: 0.015358, p_j: 0.008655, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.080642, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.017537, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 59 
alpha_j: 0.014937, p_j: 0.004809, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.078813, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.017139, p_j: 0.020099, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.014598, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012140, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010292, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 165 
alpha_j: 0.008904, p_j: 0.000017, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.072974, p_j: 0.460303, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015870, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013516, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 77 
alpha_j: 0.011241, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009530, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 123 
alpha_j: 0.008244, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 145 
alpha_j: 0.007253, p_j: 0.005485, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.067589, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 189 
alpha_j: 0.014698, p_j: 0.003116, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.070058, p_j: 0.014385, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.074232, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.016143, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013749, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 107 
alpha_j: 0.011435, p_j: 0.003932, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.072063, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015671, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013348, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011100, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 193 
alpha_j: 0.009411, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.008141, p_j: 0.001083, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.067918, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.014770, p_j: 0.007043, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.070331, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.074467, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.016194, p_j: 0.001407, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.075769, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.016477, p_j: 0.017470, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.014034, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 61 
alpha_j: 0.011671, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 59 
alpha_j: 0.073267, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 109 
alpha_j: 0.015933, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.013571, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.072880, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.015849, p_j: 0.198408, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 121 
alpha_j: 0.013499, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.011226, p_j: 0.930459, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009518, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008233, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.007244, p_j: 0.197549, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006462, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.005830, p_j: 0.000622, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.065806, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.014311, p_j: 0.000712, rej: 1 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.068578, p_j: 0.205316, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.014914, p_j: 0.163136, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 183 
alpha_j: 0.012702, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010564, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 89 
alpha_j: 0.008956, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.007747, p_j: 0.012914, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.006817, p_j: 0.024432, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.006081, p_j: 0.000325, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 149 
alpha_j: 0.063510, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.068597, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.014918, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 83 
alpha_j: 0.070895, p_j: 0.000003, rej: 1 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.074952, p_j: 0.523589, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.016300, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.013883, p_j: 0.175985, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.011546, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.009788, p_j: 0.000003, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.071262, p_j: 0.000004, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.075269, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.016369, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 109 
alpha_j: 0.013941, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011594, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009830, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.008503, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.007482, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.006674, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.068345, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.014863, p_j: 0.786653, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.012659, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.068922, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.014988, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012766, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.010617, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 191 
alpha_j: 0.009001, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.007786, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.006851, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 191 
alpha_j: 0.064610, p_j: 0.000412, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.069543, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 141 
alpha_j: 0.015124, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.012881, p_j: 0.028299, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010712, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009082, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.007856, p_j: 0.660815, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.006912, p_j: 0.000001, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 153 
alpha_j: 0.065067, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.014150, p_j: 0.287829, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012052, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.010023, p_j: 0.003575, rej: 1 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.064887, p_j: 0.000061, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.069782, p_j: 0.164121, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015175, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.012925, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 91 
alpha_j: 0.070077, p_j: 0.000083, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.074249, p_j: 0.003808, rej: 1 
The hyp is : 1
true best: 4, found best: 4, queries: 103 
alpha_j: 0.077839, p_j: 0.056081, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 91 
alpha_j: 0.080928, p_j: 0.040613, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 69 
alpha_j: 0.083587, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 75 
alpha_j: 0.018178, p_j: 0.002582, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.083341, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.018124, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 121 
alpha_j: 0.015437, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012838, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.010884, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 103 
alpha_j: 0.009415, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.076365, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 171 
alpha_j: 0.016607, p_j: 0.000013, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 105 
alpha_j: 0.077345, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.016820, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.014326, p_j: 0.003284, rej: 1 
The hyp is : 0
